"q","alfa","образец","Kq","ro пара","ню жидк","r","lo","g","ro жидк","сигма","высота h","зазор D","зазор u","толщина d","толщина s","угол","угол/90","h/lo","D/lo","d/lo","u/lo","s/lo","жидкость","алфа Кутател","а/а гл","ср ж","лямбда ж","Pr","cp пара","лямбда п","ню пара","а ж","Р","алфа  Лабунцов","Ts","alf/alf0","алфа Боришан","Ткр","Ркр","алф/алф0","М",""
"45784.38","29699.34","34","287.83183057591","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","350","5","225","320","75","90","1","0.13983963732314","0.0019977091046163","0.12785338269544","0.089896909707731","0.029965636569244","вода","4273.6941670259","6.9493367656367","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","4285.3798785954","373","6.93038676649","5164.021817309","647","21830000","5.7512034322653","18",""
"27734.38","37849","34","174.35722325579","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","350","5","225","320","75","90","1","0.13983963732314","0.0019977091046163","0.12785338269544","0.089896909707731","0.029965636569244","вода","3008.9448449784","12.578828110846","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","3068.0097982075","373","12.336662034819","3697.0513659233","647","21830000","10.2376181053","18",""
"35024","34938.17","34","220.18474497395","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","350","5","225","320","75","90","1","0.13983963732314","0.0019977091046163","0.12785338269544","0.089896909707731","0.029965636569244","вода","3542.8871960194","9.8614965893508","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","3584.4423288492","373","9.7471703530567","4319.3693239466","647","21830000","8.0887202227192","18",""
"55847.5","28702.52","34","351.09546439393","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","350","5","225","320","75","90","1","0.13983963732314","0.0019977091046163","0.12785338269544","0.089896909707731","0.029965636569244","вода","4911.3843226548","5.8440794110947","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","4892.305765933","373","5.8668696057116","5895.3872067242","647","21830000","4.8686403443123","18",""
"81885.75","27091.66","34","514.78965797028","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","350","5","225","320","75","90","1","0.13983963732314","0.0019977091046163","0.12785338269544","0.089896909707731","0.029965636569244","вода","6420.1789838222","4.2197670918936","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","6314.1755938549","373","4.2906092168812","7608.7864900495","647","21830000","3.5605756628116","18",""
"108371.25","26444.52","34","681.29557000225","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","350","5","225","320","75","90","1","0.13983963732314","0.0019977091046163","0.12785338269544","0.089896909707731","0.029965636569244","вода","7811.6209550541","3.3852794640388","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","7611.2120729919","373","3.4744163933938","9171.7575371587","647","21830000","2.8832554603479","18",""
"9173.33","15342.93","35","57.669807178276","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","1386.9800546194","11.062112932987","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","1467.3344448951","373","10.456327835401","1768.185622137","647","21830000","8.67721680796","18",""
"14289","16469.18","35","89.830396897351","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","1891.4836395993","8.707016891507","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","1971.7218928776","373","8.352689118831","2375.9888646846","647","21830000","6.9315055490323","18",""
"19000","16706.64","35","119.44695507381","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","2309.0260071636","7.2353624204184","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","2384.2227909164","373","7.0071639544971","2873.0658327665","647","21830000","5.8149172251695","18",""
"24766.33","17604.21","35","155.6980372028","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","2779.7418310938","6.3330377674221","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","2845.0214039507","373","6.1877249765342","3428.3431147131","647","21830000","5.1349031911217","18",""
"31875.56","19015.09","35","200.39150438277","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","3316.8190582135","5.732929552763","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","3366.2754515791","373","5.6487029280626","4056.471157167","647","21830000","4.6875940351268","18",""
"38397.33","19734.1","35","241.39179744549","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","3778.4355807155","5.2228229325173","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","3811.0541420565","373","5.1781211351018","4592.4439125747","647","21830000","4.2970802421703","18",""
"51861.33","23331.89","35","326.0356818199","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","4663.2839316292","5.0033174780007","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","4656.6493308213","373","5.0104459972048","5611.4135551969","647","21830000","4.157934497341","18",""
"59798.67","23996.48","35","375.93521310335","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","5152.1128991421","4.6575997983266","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","5120.4184175789","373","4.6864295147478","6170.270354374","647","21830000","3.8890483920189","18",""
"70812.78","25399","35","445.17741849009","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","5799.3518035589","4.3796273894633","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","5731.2875370884","373","4.4316394589588","6906.3874665171","647","21830000","3.6776100563626","18",""
"76423.33","24999.01","35","480.44916132111","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","6117.2956983704","4.0866113447253","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","6030.1540358174","373","4.1456669019585","7266.5312959143","647","21830000","3.4402948232062","18",""
"92253.33","25662.33","35","579.96733494313","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","6978.9283548385","3.6771161266054","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","6836.4787595589","373","3.7537350590197","8238.1787538292","647","21830000","3.1150489406499","18",""
"104321.67","26093.07","35","655.83714893236","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","7606.1252970636","3.4305338107004","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","7420.40236117","373","3.5163955712889","8941.8256425035","647","21830000","2.918092014227","18",""
"91715","24368.36","35","576.58302550498","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","6950.3962213449","3.5060389687086","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","6809.8573522478","373","3.5783950734235","8206.0990941358","647","21830000","2.9695424976545","18",""
"70341.33","23787.63","35","442.21356233379","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","5772.2975074462","4.1209986091871","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","5705.8211112497","373","4.1690108288007","6875.699596978","647","21830000","3.4596668549125","18",""
"49230","21551.44","35","309.49334727809","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","4496.3715258021","4.7930736764808","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","4497.7742972266","373","4.7915788067198","5419.9639841084","647","21830000","3.9763068653574","18",""
"33548.44","19217.37","35","210.90836870929","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","3437.7313532142","5.5901314051292","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","3483.0468917898","373","5.5174020324846","4197.1845319365","647","21830000","4.5786335706172","18",""
"19681.33","18358.3","35","123.73026001594","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","2366.6793102634","7.7569867283612","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","2440.8854391738","373","7.5211641256765","2941.3461626596","647","21830000","6.2414618969568","18",""
"23000","19058.01","35","144.59368245777","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","2639.4338923057","7.2204915059842","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","2708.0893660001","373","7.0374376264212","3263.3355654413","647","21830000","5.840039927804","18",""
"31584.67","21394.05","35","198.56277150059","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","3295.6018990256","6.4916973152387","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","3345.7642031718","373","6.394368730384","4031.7544372318","647","21830000","5.3063871654568","18",""
"39663.33","21092.95","35","249.35073666251","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","3865.2156131919","5.4571211831005","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","3894.3700508256","373","5.4162675155968","4692.8422863015","647","21830000","4.4947067711119","18",""
"49018.67","21458.92","35","308.16478280358","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","4482.8516836164","4.7868904693917","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","4484.893316932","373","4.7847113595735","5404.4419848565","647","21830000","3.9706078925685","18",""
"70016.11","24806.02","35","440.16900766384","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","5753.6029534674","4.311388915888","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","5688.2204583098","373","4.3609456036046","6854.4902390317","647","21830000","3.6189445363488","18",""
"98428.67","26152.16","35","618.78973281394","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","7302.7500374071","3.5811385938229","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","7138.256985685","373","3.6636618788656","8601.8313092275","647","21830000","3.040301426505","18",""
"10827","9861.68","35","68.065904346534","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","1557.6038055875","6.3313147827605","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","1638.7644179193","373","6.017753309851","1974.7643026547","647","21830000","4.9938516645975","18",""
"16016.89","11711.5","35","100.69309159222","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","2048.8305390241","5.7161877358478","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","2127.6322426996","373","5.5044757101162","2563.8658956209","647","21830000","4.5679066210145","18",""
"21520.89","13144.36","35","135.29498847255","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","2519.4367690612","5.2171819358252","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","2590.7047393528","373","5.0736619269409","3121.8832811174","647","21830000","4.2103944370705","18",""
"36720.67","16872.75","35","230.85116946159","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","3662.1718626801","4.6073069841271","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","3699.2881865916","373","4.5610801724388","4457.7623093554","647","21830000","3.78502684286","18",""
"47395.33","19378.77","35","297.95936069571","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","4378.4076091471","4.4259858217666","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","4385.3218089541","373","4.4190075082818","5284.4550865774","647","21830000","3.6671273920413","18",""
"55591.56","20475.26","35","349.48645104227","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","4895.6178179389","4.1823648743521","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","4877.3472320595","373","4.1980320501713","5877.3616879916","647","21830000","3.4837502074841","18",""
"67670","22675.32","35","425.41976051815","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","5617.9598020591","4.0362196952155","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","5560.4322318785","373","4.0779779438728","6700.5012793639","647","21830000","3.3841229267182","18",""
"79230.67","23385.58","35","498.09801473463","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","6273.7416949886","3.7275331272692","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","6176.9391082599","373","3.7859495763409","7443.4120714867","647","21830000","3.141782259991","18",""
"90429.78","24727.49","35","568.50325626287","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","6882.0739643851","3.5930288061368","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","6746.0892722358","373","3.6654554960855","8129.2564884022","647","21830000","3.0417898654419","18",""
"105980","25264.05","35","666.26254203802","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","320","5","225","220","75","90","1","0.12785338269544","0.0019977091046163","0.087899200603115","0.089896909707731","0.029965636569244","вода","7690.5614113195","3.2850722657015","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","7498.8335066642","373","3.3690639987603","9036.3377179701","647","21830000","2.7958284416217","18",""
"61112.25","48041.68","37","384.1932726426","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","300","80","175","120","125","90","1","0.11986254627698","0.03196334567386","0.04794501851079","0.069919818661569","0.049942727615406","вода","5231.0767908508","9.1838988263421","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","5195.1323605559","373","9.2474410016494","6260.3030801815","647","21830000","7.6740182359681","18",""
"73010","43553.49","37","458.99064157573","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","300","80","175","120","125","90","1","0.11986254627698","0.03196334567386","0.04794501851079","0.069919818661569","0.049942727615406","вода","5924.7352408152","7.3511284858709","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","5849.2385478041","373","7.4460102189456","7048.522262023","647","21830000","6.1790951891666","18",""
"86176.88","38904.99","37","541.76662704006","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","300","80","175","120","125","90","1","0.11986254627698","0.03196334567386","0.04794501851079","0.069919818661569","0.049942727615406","вода","6653.8781028326","5.8469646420841","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","6532.8839809866","373","5.9552550011954","7872.3371937847","647","21830000","4.941987244997","18",""
"98023","35599.88","37","616.23941458948","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","300","80","175","120","125","90","1","0.11986254627698","0.03196334567386","0.04794501851079","0.069919818661569","0.049942727615406","вода","7281.6683855312","4.8889729818976","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","7118.6301194977","373","5.0009453226813","8578.1802985662","647","21830000","4.1500503324639","18",""
"89268.38","45879","37","561.20190396694","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","300","80","175","120","125","90","1","0.11986254627698","0.03196334567386","0.04794501851079","0.069919818661569","0.049942727615406","вода","6820.0830197394","6.7270442115165","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","6688.2043932903","373","6.8596886850567","8059.5033308677","647","21830000","5.6925344052263","18",""
"107690","45831.56","37","677.01276799467","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","300","80","175","120","125","90","1","0.11986254627698","0.03196334567386","0.04794501851079","0.069919818661569","0.049942727615406","вода","7777.2143301243","5.8930560551065","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","7579.2811812296","373","6.0469533856989","9133.2797764052","647","21830000","5.0180834401242","18",""
"40445.63","45285.22","38","254.26880787063","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","220","80","250","220","50","85","0.94444444444444","0.087899200603115","0.03196334567386","0.087899200603115","0.099885455230813","0.019977091046163","вода","3918.4239932413","11.556998445832","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","3945.4102712133","373","11.477949538078","4754.3474081598","647","21830000","9.5250128171697","18",""
"49112","34277.81","38","308.75151882026","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","220","80","250","220","50","85","0.94444444444444","0.087899200603115","0.03196334567386","0.087899200603115","0.099885455230813","0.019977091046163","вода","4488.8246243393","7.636255115457","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","4490.5842421777","373","7.6332628788136","5411.2997344521","647","21830000","6.3344874026777","18",""
"63434.13","37260.35","38","398.79019348717","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","220","80","250","220","50","85","0.94444444444444","0.087899200603115","0.03196334567386","0.087899200603115","0.099885455230813","0.019977091046163","вода","5369.4202379328","6.9393618582451","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","5325.9010456916","373","6.9960650189214","6417.8835893062","647","21830000","5.8057067382907","18",""
"79375.5","33402.57","38","499.00851486638","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","220","80","250","220","50","85","0.94444444444444","0.087899200603115","0.03196334567386","0.087899200603115","0.099885455230813","0.019977091046163","вода","6281.7671723386","5.3173842779602","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","6184.4642561391","373","5.4010450406989","7452.4801188775","647","21830000","4.4820743520522","18",""
"94085","32275.5","38","591.48246147997","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","220","80","250","220","50","85","0.94444444444444","0.087899200603115","0.03196334567386","0.087899200603115","0.099885455230813","0.019977091046163","вода","7075.6375219434","4.5614970947713","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","6926.6731335403","373","4.6595962271867","8346.8659013478","647","21830000","3.8667807032563","18",""
"115416","33420.36","38","725.58367193678","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","220","80","250","220","50","85","0.94444444444444","0.087899200603115","0.03196334567386","0.087899200603115","0.099885455230813","0.019977091046163","вода","8163.7090253959","4.0937715805445","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","7937.5860601764","373","4.2103934050773","9565.0487827823","647","21830000","3.4940083170468","18",""
"139116.75","36360.75","38","874.58274669813","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","220","80","250","220","50","85","0.94444444444444","0.087899200603115","0.03196334567386","0.087899200603115","0.099885455230813","0.019977091046163","вода","9303.9399811744","3.9081023817407","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","8990.0902172469","373","4.0445367200258","10833.350446555","647","21830000","3.3563716210771","18",""
"154234.5","37665.09","38","969.62323117535","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","220","80","250","220","50","85","0.94444444444444","0.087899200603115","0.03196334567386","0.087899200603115","0.099885455230813","0.019977091046163","вода","10000.6533748","3.7662629218717","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","9630.1293621656","373","3.9111717593303","11604.618385904","647","21830000","3.2456982855853","18",""
"173868.75","38654.16","38","1093.05751421","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","220","80","250","220","50","85","0.94444444444444","0.087899200603115","0.03196334567386","0.087899200603115","0.099885455230813","0.019977091046163","вода","10875.678885127","3.5541836429965","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","10430.988238225","373","3.7057044948387","12569.679319991","647","21830000","3.0751906246744","18",""
"198670.5","40536.33","38","1248.9782256838","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","220","80","250","220","50","85","0.94444444444444","0.087899200603115","0.03196334567386","0.087899200603115","0.099885455230813","0.019977091046163","вода","11939.734597948","3.3950779782798","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","11400.748300414","373","3.5555850310745","13738.271664327","647","21830000","2.9506135116877","18",""
"218993.75","40270.38","38","1376.7440325103","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","220","80","250","220","50","85","0.94444444444444","0.087899200603115","0.03196334567386","0.087899200603115","0.099885455230813","0.019977091046163","вода","12782.138180176","3.1505198451426","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","12165.564008266","373","3.3101942476845","14659.899411099","647","21830000","2.7469751920339","18",""
"248598","41607.72","38","1562.8565335494","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","220","80","250","220","50","85","0.94444444444444","0.087899200603115","0.03196334567386","0.087899200603115","0.099885455230813","0.019977091046163","вода","13968.495914398","2.9786829058034","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","13238.62421628","373","3.1429036220269","15952.971783317","647","21830000","2.6081485359055","18",""
"192262","41813.72","38","1208.6900250737","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","220","80","250","220","50","85","0.94444444444444","0.087899200603115","0.03196334567386","0.087899200603115","0.099885455230813","0.019977091046163","вода","11668.814150147","3.5833735512424","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","11154.242231441","373","3.7486831586047","13441.223851919","647","21830000","3.1108566050725","18",""
"155116.13","42415.59","38","975.16575849123","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","220","80","250","220","50","85","0.94444444444444","0.087899200603115","0.03196334567386","0.087899200603115","0.099885455230813","0.019977091046163","вода","10040.634925122","4.2243932098234","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","9666.7927669364","373","4.3877624174458","11648.798978406","647","21830000","3.6411985543426","18",""
"123799","45597.16","38","778.28492585172","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","220","80","250","220","50","85","0.94444444444444","0.087899200603115","0.03196334567386","0.087899200603115","0.099885455230813","0.019977091046163","вода","8574.3913089383","5.3178305441306","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","8317.4307224154","373","5.4821208040983","10022.773927008","647","21830000","4.5493553313752","18",""
"88942.5","46643.88","38","559.15320008697","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","220","80","250","220","50","85","0.94444444444444","0.087899200603115","0.03196334567386","0.087899200603115","0.099885455230813","0.019977091046163","вода","6802.6454531059","6.856726595784","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","6671.9173249902","373","6.9910758374195","8039.8768850392","647","21830000","5.8015664502022","18",""
"61617.5","49983.22","38","387.36961864529","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","220","80","250","220","50","85","0.94444444444444","0.087899200603115","0.03196334567386","0.087899200603115","0.099885455230813","0.019977091046163","вода","5261.3131982501","9.5001415267626","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","5223.7271404652","373","9.5684974838768","6294.760717893","647","21830000","7.9404479757144","18",""
"40445.63","45285.22","38","254.26880787063","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","220","80","250","220","50","85","0.94444444444444","0.087899200603115","0.03196334567386","0.087899200603115","0.099885455230813","0.019977091046163","вода","3918.4239932413","11.556998445832","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","3945.4102712133","373","11.477949538078","4754.3474081598","647","21830000","9.5250128171697","18",""
"49112","34277.81","38","308.75151882026","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","220","80","250","220","50","85","0.94444444444444","0.087899200603115","0.03196334567386","0.087899200603115","0.099885455230813","0.019977091046163","вода","4488.8246243393","7.636255115457","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","4490.5842421777","373","7.6332628788136","5411.2997344521","647","21830000","6.3344874026777","18",""
"63434.13","37260.35","38","398.79019348717","0.598","2.95E-7","2256800","0.0025028669031172","9.81","958.4","0.05886","220","80","250","220","50","85","0.94444444444444","0.087899200603115","0.03196334567386","0.087899200603115","0.099885455230813","0.019977091046163","вода","5369.4202379328","6.9393618582451","4220","0.683","1.75","2135","0.02372","2.0E-5","1.69E-7","101,325","5325.9010456916","373","6.9960650189214","6417.8835893062","647","21830000","5.8057067382907","18",""
